id,Difference Between Dates,quantity,demand,short_composition1
119714,28,25,1.0,Ceftriaxone (1000mg)
119733,77,39,1.0,Cefpodoxime Proxetil (100mg)
119740,14,15,2.0,Ofloxacin (100mg/5ml)
119742,44,36,1.0,Cefoperazone (1000mg)
119746,97,67,1.0,Etodolac (400mg) 
119747,75,46,1.0,Domperidone (30mg) 
119755,43,30,1.0,Ambroxol (15mg) 
119756,90,46,1.0,Cefixime (200mg) 
119816,60,38,1.0,Telmisartan (40mg)
119829,14,15,2.0,Ambroxol (15mg) 
119837,57,39,1.0,Azithromycin (500mg)
119849,76,49,1.0,Meropenem (1000mg)
119857,31,29,1.0,Cefadroxil (250mg)
119859,42,39,1.0,Cefadroxil (250mg)
119861,88,54,1.0,Amoxycillin  (500mg) 
119865,99,69,1.0,Amoxycillin (125mg) 
119870,59,35,1.0,Paracetamol (250mg/5ml)
119900,99,51,1.0,Amoxycillin  (1gm) 
119901,21,20,1.0,Amoxycillin  (250mg) 
119904,85,62,1.0,Dicyclomine (10mg) 
119909,14,18,2.0,Amoxycillin (250mg) 
119913,99,50,1.0,Ethambutol (600mg)
119914,37,26,1.0,Ceftriaxone (1000mg) 
119915,94,57,1.0,Ketoconazole (2% w/w)
119955,62,48,1.0,Amikacin (100mg)
119963,58,48,1.0,Ondansetron (2mg)
119972,15,20,2.0,Aceclofenac (150mg)
119975,54,44,1.0,Cetirizine (5mg) 
119989,56,32,1.0,Mefenamic Acid (50mg) 
119992,89,61,1.0,Ofloxacin (50mg/5ml)
120009,78,46,1.0,Amoxycillin  (250mg) 
120016,22,28,2.0,Clopidogrel (75mg)
120018,47,43,1.0,Ceftriaxone (1000mg)
120040,53,33,1.0,Nimesulide (50mg) 
120049,62,38,1.0,Cefpodoxime Proxetil (50mg)
120091,58,38,1.0,Ceftriaxone (1000mg) 
120094,48,25,1.0,Cefixime (200mg) 
120095,17,21,2.0,Cefixime (100mg/5ml)
120097,13,24,2.0,Piroxicam (20mg)
120114,60,46,1.0,Levosalbutamol (1mg/5ml) 
120133,26,23,1.0,Ofloxacin (200mg)
120148,55,45,1.0,Rifampicin (450mg)
120158,23,25,2.0,Ceftriaxone (1000mg)
120159,51,28,1.0,Azithromycin (250mg)
120177,58,48,1.0,Ceftriaxone (1000mg) 
120204,58,34,1.0,Cefixime (200mg)
120225,41,22,1.0,Glimepiride (2mg) 
120245,60,50,1.0,Amoxycillin  (200mg) 
120248,96,61,1.0,Itraconazole (100mg)
120250,30,18,1.0,Cefuroxime (250mg)
120258,97,56,1.0,Ondansetron (4mg)
120261,36,25,1.0,Azithromycin (500mg)
120267,69,53,1.0,Amoxycillin (250mg) 
120287,49,40,1.0,Cefpodoxime Proxetil (200mg) 
120306,61,48,1.0,Iron Sucrose (100mg)
120309,51,44,1.0,Ceftriaxone (250mg)
120314,84,61,1.0,Bromfenac (0.09% w/v)
120316,49,32,1.0,Domperidone (10mg) 
120320,38,28,1.0,Piperacillin (4000mg) 
120325,45,41,1.0,Esomeprazole (40mg)
120327,98,61,1.0,Chlorpheniramine Maleate (2mg/5ml) 
120335,42,38,1.0,Amikacin (100mg)
120337,87,48,1.0,Acebrophylline (100mg)
120341,89,52,1.0,Cefpodoxime Proxetil (200mg) 
120349,59,49,1.0,Sucralfate (1000mg) 
120369,38,25,1.0,Sucralfate (1000mg) 
120380,75,52,1.0,Fluconazole (150mg)
120395,56,38,1.0,Cefoperazone (500mg) 
120411,8,13,2.0,Levocetirizine (5mg) 
120420,35,25,1.0,Ondansetron (4mg)
120435,53,37,1.0,Fluconazole (150mg)
120438,50,32,1.0,Amikacin (100mg)
120444,56,41,1.0,Ceftriaxone (500mg)
120449,19,28,2.0,Ceftriaxone (500mg)
120452,89,56,1.0,Cefixime (50mg)
120494,48,33,1.0,Levocetirizine (5mg) 
120506,41,35,1.0,Ofloxacin (200mg) 
120515,74,53,1.0,Cefixime (200mg) 
120523,83,58,1.0,Cefixime (200mg)
120529,67,36,1.0,Etoricoxib (120mg)
120531,71,49,1.0,Levofloxacin (250mg) 
120539,20,15,1.0,Amoxycillin  (200mg/5ml) 
120563,87,57,1.0,Amoxycillin (250mg) 
120574,91,52,1.0,Nandrolone Decanoate (25mg)
120583,59,34,1.0,Levofloxacin (500mg)
120611,84,43,1.0,Cefixime (200mg) 
120643,26,18,1.0,Cefepime (1000mg)
120646,8,22,2.0,Clindamycin (600mg)
120658,65,38,1.0,Amoxycillin  (200mg) 
120669,49,39,1.0,Cefpodoxime Proxetil (100mg)
120691,29,26,1.0,Cefixime (200mg) 
120693,81,55,1.0,Itraconazole (200mg)
120694,81,58,1.0,Ondansetron (2mg/5ml)
120699,88,59,1.0,Aceclofenac (100mg) 
120722,50,36,1.0,Piroxicam (20mg)
120727,81,57,1.0,Ofloxacin (200mg) 
120765,58,31,1.0,Cefixime (50mg)
120781,29,29,2.0,Aceclofenac (100mg) 
120788,62,43,1.0,Levofloxacin (500mg)
120810,31,31,2.0,Levetiracetam (500mg)
120817,40,30,1.0,Levetiracetam (500mg)
120820,39,30,1.0,Loperamide (2mg)
120823,85,46,1.0,Luliconazole (1% w/w)
120836,25,18,1.0,Levocetirizine (5mg)
120843,59,37,1.0,Losartan (50mg)
120852,41,30,1.0,Levocetirizine (5mg) 
120855,54,41,1.0,Loperamide (2mg)
120857,70,35,1.0,Ambroxol (60mg) 
120859,30,34,2.0,Levocetirizine (5mg) 
120870,91,53,1.0,Atorvastatin (10mg)
120876,57,36,1.0,Labetalol (100mg)
120879,69,35,1.0,Linagliptin (5mg)
120882,85,57,1.0,Chlordiazepoxide (25mg)
120897,51,41,1.0,Levetiracetam (500mg)
120906,64,48,1.0,Lithium carbonate (300mg)
120908,51,33,1.0,Glucosamine Sulfate Potassium Chloride (500mg)
120919,6,17,2.0,Levocetirizine (2.5mg/5ml) 
120950,77,39,1.0,Levetiracetam (100mg)
120951,64,43,1.0,Ambroxol (15mg/5ml) 
120953,14,23,2.0,L-Ornithine L-Aspartate (500mg)
120955,36,36,2.0,Acetylcysteine (600mg)
120979,31,27,1.0,Chlordiazepoxide (10mg) 
120982,89,64,1.0,Baclofen (10mg)
120987,59,30,1.0,Levofloxacin (500mg)
120989,80,46,1.0,Levetiracetam (750mg)
120996,49,31,1.0,Baclofen (5mg)
121001,39,25,1.0,Losartan (50mg) 
121012,92,55,1.0,Luliconazole (1% w/w)
121032,64,48,1.0,Luliconazole (1% w/v)
121035,92,64,1.0,Levetiracetam (1000mg)
121041,83,43,1.0,Lidocaine (2% w/v)
121058,35,19,1.0,Gabapentin (300mg) 
121060,83,43,1.0,Loperamide (2mg)
121088,57,36,1.0,Metformin (500mg) 
121104,8,20,2.0,Artemether (80mg) 
121111,38,33,1.0,Chloroquine (50mg)
121115,25,29,2.0,Pancreatin (300mg)
121136,24,21,1.0,L-Ornithine L-Aspartate (5gm)
121143,99,68,1.0,Levofloxacin (NA)
121144,95,49,1.0,Lornoxicam (8mg)
121145,22,28,2.0,Atorvastatin (10mg)
121149,50,35,1.0,Ambroxol (75mg) 
121169,87,44,1.0,Atorvastatin (40mg)
121172,34,24,1.0,Diazepam (5mg)
121193,97,58,1.0,Linagliptin (5mg)
121195,48,35,1.0,Glucosamine (500mg) 
121220,53,30,1.0,Carboxymethylcellulose (0.5% w/v)
121240,43,36,1.0,Mephenesin (10% w/w) 
121248,30,26,1.0,Lafutidine (10mg)
121259,69,48,1.0,Lidocaine (2%)
121280,31,23,1.0,Lorazepam (2mg)
121287,99,64,1.0,Luliconazole (1% w/w)
121289,24,26,2.0,Digoxin (0.25mg)
121326,35,27,1.0,Lamotrigine (25mg)
121335,51,39,1.0,Levetiracetam (500mg)
121350,15,14,1.0,Linagliptin (5mg)
121353,15,27,2.0,Levocetirizine (5mg)
121357,84,48,1.0,Nebivolol (2.5mg) 
121358,41,26,1.0,Loperamide (2mg)
121359,28,23,1.0,Carboxymethylcellulose (1% w/v)
121366,29,26,1.0,Amoxycillin (500mg)
121377,31,19,1.0,Rosuvastatin (40mg)
121384,78,46,1.0,Levocetirizine (5mg) 
121397,62,31,1.0,Atenolol (50mg) 
121406,99,59,1.0,Progesterone (Natural Micronized) (200mg)
121412,61,39,1.0,Bromhexine (NA) 
121414,56,45,1.0,Lactitol (10gm) 
121427,20,20,2.0,Lamotrigine (200mg)
121429,63,38,1.0,Lornoxicam (8mg) 
121430,84,61,1.0,Luliconazole (1% w/w)
121432,23,20,1.0,Lamotrigine (50mg)
121443,41,29,1.0,Chlordiazepoxide (10mg)
121456,32,27,1.0,Levofloxacin (500mg)
121458,42,35,1.0,Carboxymethylcellulose (0.5% w/v) 
121466,44,23,1.0,Loteprednol etabonate (5mg)
121467,86,59,1.0,Clobetasol (0.05% w/w) 
121477,60,43,1.0,Hydrocortisone (100mg)
121483,94,62,1.0,Levofloxacin (250mg) 
121485,89,48,1.0,Levetiracetam (500mg/5ml)
121502,25,20,1.0,Levocetirizine (2.5mg/5ml)
121513,38,35,1.0,Simethicone (15mg)
121534,67,41,1.0,Cefixime (200mg) 
121578,98,57,1.0,Chlordiazepoxide (10mg) 
121583,54,32,1.0,Levocetirizine (5mg)
121603,24,16,1.0,Labetalol (100mg)
121606,51,36,1.0,Labetalol (100mg)
121607,98,50,1.0,Lecithin (125mg/5ml) 
121616,85,59,1.0,Melatonin (3mg)
121629,40,31,1.0,Metadoxine (500mg) 
121638,78,48,1.0,Losartan (50mg) 
121650,97,64,1.0,Latanoprost (0.005% w/v)
121657,57,35,1.0,Ursodeoxycholic Acid (300mg)
121663,8,19,2.0,Levo-carnitine (330mg)
121676,9,14,2.0,Levetiracetam (750mg)
121677,88,64,1.0,Ursodeoxycholic Acid (300mg)
121678,58,43,1.0,Melatonin (10mg)
121682,29,21,1.0,Aceclofenac (100mg) 
121698,89,47,1.0,Levetiracetam (1000mg)
121701,60,31,1.0,Lafutidine (10mg) 
121709,55,46,1.0,Lamotrigine (50mg)
121736,42,25,1.0,Cefpodoxime Proxetil (100mg)
121744,33,32,1.0,Luliconazole (1% w/w)
121755,87,62,1.0,Levetiracetam (500mg)
121757,84,48,1.0,Levocetirizine (2.5mg/5ml) 
121766,59,40,1.0,Lactulose (10gm)
121771,47,41,1.0,Clobazam (10mg)
121772,92,46,1.0,Levetiracetam (500mg)
121783,32,31,1.0,Acebrophylline (200mg) 
121792,58,48,1.0,Rosuvastatin (5mg)
121802,80,41,1.0,Levocetirizine (5mg)
121826,59,37,1.0,Amlodipine (5mg)
121827,46,32,1.0,Luliconazole (1% w/w)
121829,12,25,2.0,Timolol (5mg/ml) 
121832,39,37,1.0,Lamotrigine (25mg)
121843,80,51,1.0,Levofloxacin (500mg)
121850,8,15,2.0,Levetiracetam (500mg)
121852,67,46,1.0,Luliconazole (1% w/w)
121879,47,39,1.0,Carboxymethylcellulose (3mg/ml) 
121887,30,20,1.0,Lisinopril (10mg)
121889,84,56,1.0,Luliconazole (1% w/w)
121892,47,35,1.0,Linezolid (600mg)
121911,42,26,1.0,Phenylephrine (5mg) 
121916,86,62,1.0,Levocetirizine (5mg)
121925,96,66,1.0,Tricholine Citrate (0.55gm) 
121932,13,14,2.0,Levocetirizine (5mg) 
121934,30,19,1.0,Benzoxonium Chloride (1mg) 
121942,49,42,1.0,Hydroxypropylmethylcellulose (0.3% w/v)
121947,51,32,1.0,Fluticasone Propionate (0.05% w/w)
121956,40,27,1.0,Sildenafil (50mg)
121957,79,53,1.0,Sildenafil (100mg)
121972,95,58,1.0,Glucosamine (750mg) 
121979,87,49,1.0,Loperamide (2mg)
121986,63,35,1.0,Alpha-amylase (18.75mg) 
121994,52,31,1.0,Linezolid (600mg)
122009,17,22,2.0,Lamotrigine (50mg)
122010,79,49,1.0,Clonazepam (1mg)
122016,42,34,1.0,Levocetirizine (5mg)
122030,14,14,2.0,Levofloxacin (250mg)
122072,21,20,1.0,Levocetirizine (5mg) 
122083,13,23,2.0,Levocetirizine (5mg)
122093,84,48,1.0,Gemfibrozil (600mg)
122103,18,24,2.0,Luliconazole (1% w/v)
122110,57,36,1.0,Loratadine (10mg)
122119,37,29,1.0,Itraconazole (100mg)
122123,7,16,2.0,Levocetirizine (5mg)
122132,42,27,1.0,Lamotrigine (200mg)
122134,6,14,2.0,Lidocaine (15% w/v)
122135,12,13,2.0,Artemether (80mg) 
122142,61,44,1.0,Loteprednol etabonate (5mg)
122155,32,30,1.0,Levofloxacin (750mg)
122161,32,28,1.0,Lurasidone (20mg)
122162,65,44,1.0,Aspirin (75mg) 
122165,61,31,1.0,Lenvatinib (10mg)
122184,13,19,2.0,Nebivolol (2.5mg) 
122186,50,26,1.0,Levocetirizine (5mg) 
122195,55,35,1.0,Lidocaine (5%)
122205,39,30,1.0,Aspirin (75mg) 
122218,80,41,1.0,Levetiracetam (100mg)
122219,68,41,1.0,Clobetasol (NA)
122267,36,28,1.0,Levocetirizine (5mg) 
122276,89,52,1.0,Leuprolide (3.75mg)
122279,63,46,1.0,Hydroxypropylmethylcellulose (0.3% w/v)
122287,82,43,1.0,Lactitol (10gm) 
122294,94,60,1.0,Luliconazole (1% w/v)
122297,73,49,1.0,Flunarizine (10mg)
122302,62,36,1.0,Luliconazole (1% w/w)
122318,65,39,1.0,Levocetirizine (5mg) 
122333,29,23,1.0,Luliconazole (1% w/w)
122357,62,34,1.0,Lornoxicam (8mg)
122390,76,39,1.0,Paracetamol (500mg)
122404,19,16,1.0,Luliconazole (1% w/w)
122418,37,26,1.0,Linezolid (600mg)
122433,54,28,1.0,Luliconazole (1% w/w)
122449,78,57,1.0,Chlorthalidone (6.25mg)
122462,47,43,1.0,Luliconazole (1% w/w)
122476,49,41,1.0,Metadoxine (500mg) 
122481,40,25,1.0,Lacosamide (150mg)
122482,24,23,1.0,Levetiracetam (500mg)
122487,88,60,1.0,Donepezil (5mg) 
122502,57,48,1.0,Leuprolide (22.5mg)
122508,13,23,2.0,Levocetirizine (5mg)
122509,95,59,1.0,Levosulpiride (12.5mg)
122522,98,60,1.0,Linezolid (200mg)
122528,47,27,1.0,Lisinopril (5mg) 
122579,34,35,2.0,Amoxycillin  (200mg) 
122590,38,20,1.0,Levofloxacin (500mg)
122609,56,32,1.0,Lamotrigine (100mg)
122621,71,53,1.0,Metadoxine (500mg)
122623,98,57,1.0,Lercanidipine (20mg)
122635,54,42,1.0,Lactulose (10gm)
122636,90,61,1.0,Luliconazole (1% w/w)
122650,43,25,1.0,Chlorpheniramine Maleate (4mg) 
122693,76,41,1.0,Letrozole (2.5mg)
122727,74,53,1.0,Levocetirizine (5mg) 
122738,79,57,1.0,Metformin (1000mg) 
122747,41,28,1.0,Carboxymethylcellulose (0.5% w/v)
122759,66,36,1.0,Amoxycillin  (500mg) 
122761,38,39,2.0,Levocetirizine (5mg)
122771,56,34,1.0,Levocetirizine (2.5mg/5ml)
122781,59,44,1.0,Atorvastatin (20mg)
122803,54,38,1.0,Loperamide (2mg)
122814,7,17,2.0,Levofloxacin (500mg)
122820,77,40,1.0,Glucosamine (500mg)
122823,99,68,1.0,Levocetirizine (5mg) 
122826,15,22,2.0,Letrozole (2.5mg)
122830,48,40,1.0,Lorazepam (0.5mg)
122833,66,49,1.0,Itraconazole (200mg)
122842,44,35,1.0,Levosulpiride (25mg)
122857,97,59,1.0,Dicyclomine (20mg) 
122865,57,43,1.0,Luliconazole (1% w/w)
122882,72,47,1.0,Levocetirizine (5mg) 
122884,67,42,1.0,Lymecycline (408mg)
122895,42,23,1.0,Levetiracetam (1000mg)
122918,87,58,1.0,L-Methyl Folate (1mg) 
122938,33,20,1.0,Triamcinolone (4mg)
122950,5,12,2.0,Atorvastatin (10mg)
122995,6,13,2.0,Levofloxacin (500mg)
123001,77,57,1.0,Desloratadine (5mg)
123016,22,19,1.0,Deflazacort (6mg)
123035,8,23,2.0,Luliconazole (1% w/v)
123053,53,46,1.0,Lenalidomide (5mg)
123057,53,40,1.0,Luliconazole (1% w/w)
123064,65,48,1.0,Letrozole (2.5mg)
123074,57,44,1.0,Luliconazole (1% w/v)
123089,76,49,1.0,Levocetirizine (5mg)
123104,21,27,2.0,Levosalbutamol (1mg/5ml)
123116,95,60,1.0,Levocetirizine (5mg)
123121,75,50,1.0,Levocetirizine (5mg) 
123150,83,57,1.0,Levocetirizine (5mg) 
123171,59,47,1.0,Rosuvastatin (10mg)
123209,57,41,1.0,Clonazepam (0.5mg)
123210,80,45,1.0,Levocetirizine (5mg)
123218,59,47,1.0,Linezolid (600mg)
123235,69,47,1.0,Luliconazole (1% w/w)
123248,59,43,1.0,Loratadine (5mg) 
123259,34,26,1.0,Benzoyl Peroxide (5% w/w)
123275,63,42,1.0,Loperamide (2mg)
123292,60,45,1.0,Etoposide (50mg)
123314,85,56,1.0,Promethazine (5mg)
123342,25,26,2.0,Cefuroxime (500mg) 
123356,56,43,1.0,Vancomycin (500mg)
123371,52,32,1.0,Hydroquinone (2% w/w) 
123375,8,17,2.0,Letrozole (2.5mg)
123387,99,62,1.0,Letrozole (2.5mg)
123397,79,59,1.0,Levocetirizine (5mg) 
123429,83,50,1.0,Cefixime (100mg)
123432,88,45,1.0,Linezolid (600mg)
123436,61,49,1.0,Levocetirizine (5mg) 
123449,41,26,1.0,Letrozole (2.5mg)
123455,7,18,2.0,Losartan (50mg) 
123458,14,20,2.0,Lenalidomide (10mg)
123482,29,31,2.0,Ursodeoxycholic Acid (300mg)
123495,77,46,1.0,Levocetirizine (5mg)
123507,85,58,1.0,Methylcobalamin (1000mcg) 
123515,41,22,1.0,Lorazepam (2mg)
123524,66,50,1.0,Levocetirizine (10mg)
123554,49,41,1.0,Levocetirizine (5mg)
123559,53,44,1.0,Rosuvastatin (10mg)
123560,71,55,1.0,Lacosamide (100mg)
123576,81,56,1.0,Lornoxicam (8mg)
123584,73,49,1.0,Lurasidone (40mg)
123621,43,37,1.0,Levocetirizine (5mg) 
123624,90,62,1.0,Loratadine (10mg)
123631,78,49,1.0,Ofloxacin (200mg) 
123636,43,30,1.0,Ezetimibe (10mg)
123657,44,27,1.0,Paracetamol (NA)
123660,55,34,1.0,Etizolam (0.25mg) 
123664,66,53,1.0,Montelukast (10mg) 
123665,14,17,2.0,Luliconazole (1% w/w)
123668,50,37,1.0,Lorazepam (2mg)
123676,78,44,1.0,Fenofibrate (160mg) 
123689,67,49,1.0,Levofloxacin (500mg)
123692,8,12,2.0,Luliconazole (1% w/w)
123711,90,64,1.0,Loxapine (10mg)
123729,73,42,1.0,Levo-carnitine (500mg) 
123744,85,43,1.0,Loperamide (2mg)
123768,70,43,1.0,Levocetirizine (5mg) 
123778,20,16,1.0,Povidone Iodine (5%)
123789,81,41,1.0,Lidocaine (2% w/v)
123825,33,35,2.0,Methylprednisolone (4mg)
123826,93,60,1.0,Linezolid (600mg)
123845,58,29,1.0,Atorvastatin (10mg) 
123856,34,36,2.0,Glimepiride (1mg) 
123858,20,23,2.0,Clindamycin (1% w/w)
123862,7,12,2.0,Montelukast (10mg) 
123870,52,36,1.0,Levofloxacin (500mg)
123888,44,25,1.0,Cefixime (200mg) 
123890,44,24,1.0,Levetiracetam (500mg)
123961,81,47,1.0,Citric Acid (NA) 
123966,41,32,1.0,Artemether (80mg) 
123984,15,25,2.0,Lamotrigine (200mg)
123988,62,47,1.0,Azithromycin (500mg)
124011,26,32,2.0,Cefixime (50mg)
124029,68,41,1.0,Linezolid (600mg)
124052,16,24,2.0,Lacosamide (100mg)
124094,35,31,1.0,Levofloxacin (500mg)
124105,30,21,1.0,Cetirizine (5mg) 
124108,84,45,1.0,Rabeprazole (20mg)
124113,56,46,1.0,Losartan (50mg)
124118,9,15,2.0,Losartan (50mg)
124148,17,17,2.0,Levetiracetam (500mg)
124153,17,28,2.0,Atorvastatin (60mg)
124161,79,45,1.0,Levosalbutamol (1.25mg) 
124162,29,31,2.0,Racecadotril (15mg) 
124192,60,34,1.0,Metronidazole (1% w/w) 
124200,84,52,1.0,Aceclofenac (100mg) 
124202,57,29,1.0,Levofloxacin (500mg)
124214,61,32,1.0,Paroxetine (12.5mg)
124228,56,37,1.0,Domperidone (30mg) 
124231,88,58,1.0,Torasemide (5mg)
124234,44,27,1.0,Levetiracetam (100mg)
124244,55,28,1.0,Lorazepam (2mg)
124270,96,49,1.0,Levofloxacin (500mg)
124272,19,19,2.0,Levofloxacin (500mg)
124280,22,29,2.0,Amoxycillin  (500mg) 
124282,40,35,1.0,Procyclidine (2.5mg)
124295,71,52,1.0,Levetiracetam (500mg)
124298,58,47,1.0,Ursodeoxycholic Acid (300mg)
124308,15,14,1.0,Clobetasol (0.05% w/w) 
124331,89,46,1.0,Chlorzoxazone (500mg) 
124340,60,46,1.0,Pregabalin (75mg) 
124366,41,34,1.0,Levocetirizine (5mg)
124371,82,60,1.0,Luliconazole (1% w/w)
124456,14,21,2.0,Trioxasalen (25mg)
124458,35,33,1.0,Loteprednol etabonate (0.5% w/v)
124462,74,45,1.0,Lymecycline (408mg)
124466,49,26,1.0,Levofloxacin (500mg)
124472,67,40,1.0,Glimepiride (1mg)
124510,94,50,1.0,Levocetirizine (5mg)
124526,46,30,1.0,Domperidone (30mg) 
124527,54,44,1.0,Tadalafil (20mg)
124532,70,53,1.0,Diclofenac (50mg) 
124533,94,65,1.0,Levofloxacin (500mg)
124542,97,63,1.0,Oxytocin (5IU)
124548,63,48,1.0,Doxorubicin (Liposomal) (20mg)
124575,83,58,1.0,Calcium Carbonate (1250mg) 
124603,92,46,1.0,Levofloxacin (500mg)
124611,33,28,1.0,Repaglinide (2mg)
124614,51,45,1.0,Oxcarbazepine (300mg)
124620,58,43,1.0,Levocetirizine (2.5mg) 
124623,42,22,1.0,Levocetirizine (5mg)
124632,34,34,2.0,Amlodipine (2.5mg)
124640,70,37,1.0,Levocetirizine (5mg) 
124650,39,24,1.0,Amoxycillin (250mg) 
124653,63,47,1.0,Levocetirizine (5mg) 
124655,51,36,1.0,Levocetirizine (2.5mg/5ml) 
124659,60,31,1.0,Lomustine (40mg)
124664,82,52,1.0,Guaifenesin (50mg) 
124665,33,30,1.0,Levofloxacin (500mg)
124687,25,18,1.0,Levofloxacin (500mg)
124693,79,51,1.0,L-Ornithine L-Aspartate (150mg) 
124709,30,30,2.0,Levofloxacin (500mg)
124717,93,54,1.0,Amoxycillin  (500mg) 
124733,96,53,1.0,Duloxetine (40mg)
124743,96,54,1.0,Linezolid (600mg)
124746,32,28,1.0,Camphor (NA) 
124764,36,27,1.0,Epalrestat (150mg)
124771,7,13,2.0,Racecadotril (150mg)
124773,13,14,2.0,Losartan (50mg) 
124807,39,34,1.0,Levocetirizine (2.5mg) 
124808,8,22,2.0,Lactulose (10gm)
124821,59,42,1.0,Timolol (5mg/ml) 
124822,43,40,1.0,Lactitol (10gm) 
124835,41,27,1.0,Luliconazole (1% w/w)
124858,75,40,1.0,Levocetirizine (5mg)
124865,42,37,1.0,Propranolol (40mg) 
124878,66,46,1.0,Levocetirizine (NA)
124879,81,41,1.0,Pantoprazole (40mg)
124881,32,28,1.0,Levofloxacin (125mg)
124884,63,37,1.0,Losartan (50mg) 
124886,85,48,1.0,Guaifenesin (50mg) 
124892,38,36,1.0,Luliconazole (1% w/w)
124918,18,19,2.0,Sevelamer (400mg)
124927,46,25,1.0,Hydroquinone (4% w/w)
124931,91,47,1.0,Ursodeoxycholic Acid (300mg)
124950,50,30,1.0,Escitalopram Oxalate (10mg)
124951,95,64,1.0,Permethrin (1% w/w)
124961,35,23,1.0,Silymarin (140mg)
124972,93,60,1.0,Guaifenesin (50mg) 
124975,91,55,1.0,Silymarin (70mg)
124982,85,55,1.0,Levocetirizine (5mg)
124993,82,48,1.0,Luliconazole (1% w/w)
124997,84,47,1.0,Losartan (50mg)
125025,87,58,1.0,Levetiracetam (500mg)
125026,68,50,1.0,Levocetirizine (5mg)
125029,94,49,1.0,Levosulpiride (25mg)
125046,85,45,1.0,Levocetirizine (NA) 
125052,39,37,1.0,Levocetirizine (5mg) 
125055,21,16,1.0,Lornoxicam (8mg)
125065,97,64,1.0,Linezolid (600mg)
125071,16,21,2.0,Levofloxacin (500mg)
125076,99,67,1.0,Cyproheptadine (2mg) 
125086,31,34,2.0,Cyproheptadine (4mg) 
125092,75,51,1.0,Atorvastatin (10mg)
125103,26,29,2.0,Doxylamine (10mg) 
125110,42,24,1.0,Cetirizine (10mg) 
125147,44,30,1.0,Atorvastatin (10mg)
125152,11,16,2.0,Iron Sucrose (100mg)
125154,32,36,2.0,Levosalbutamol (1mg/5ml) 
125169,40,36,1.0,Omeprazole (20mg)
125182,84,51,1.0,Levofloxacin (250mg) 
125183,79,49,1.0,Lisinopril (2.5mg)
125191,65,41,1.0,Azithromycin (500mg)
125194,26,31,2.0,Luliconazole (1% w/w)
125199,50,25,1.0,Luliconazole (1% w/w)
125200,43,32,1.0,Levofloxacin (500mg)
125204,45,42,1.0,Aceclofenac (200mg)
125234,85,56,1.0,Levetiracetam (500mg)
125235,66,51,1.0,Lisinopril (5mg)
125243,86,43,1.0,Levofloxacin (500mg)
125245,50,42,1.0,Loteprednol etabonate (0.5% w/v)
125246,93,62,1.0,Caffeine (25mg) 
125248,54,29,1.0,Cefuroxime (500mg)
125255,52,42,1.0,Amlodipine (5mg) 
125273,43,28,1.0,Linezolid (600mg)
125288,45,31,1.0,Levetiracetam (500mg)
125293,43,25,1.0,Aceclofenac (100mg) 
125303,71,53,1.0,Clobetasol (0.05% w/w) 
125310,83,47,1.0,Ursodeoxycholic Acid (150mg)
125317,51,37,1.0,Lornoxicam (8mg) 
125321,10,25,2.0,Gliclazide (30mg) 
125323,70,36,1.0,Levocetirizine (5mg) 
125337,34,34,2.0,Amoxycillin  (500mg) 
125340,76,56,1.0,Luliconazole (1% w/w)
125346,40,23,1.0,Clindamycin (300mg)
125348,5,15,2.0,Lansoprazole (15mg)
125367,89,55,1.0,Lansoprazole (30mg)
125370,60,37,1.0,Lafutidine (10mg)
125397,83,49,1.0,Etizolam (0.5mg)
125402,44,31,1.0,Lenvatinib (10mg)
125433,69,44,1.0,Lidocaine (2.5mg) 
125436,52,26,1.0,Sodium Picosulfate (3.3mg) 
125445,86,56,1.0,Desvenlafaxine (50mg)
125446,37,36,1.0,Paracetamol (650mg)
125460,51,32,1.0,Aceclofenac (100mg) 
125496,34,35,2.0,Lornoxicam (4mg)
125497,50,33,1.0,Cefuroxime (250mg)
125534,87,57,1.0,Lincomycin (300mg)
125544,28,34,2.0,Artesunate (60mg)
125548,69,35,1.0,Levofloxacin (500mg) 
125553,25,20,1.0,Levofloxacin (500mg)
125559,79,40,1.0,Progesterone (Natural Micronized) (200mg)
125574,52,38,1.0,Levofloxacin (500mg)
125588,21,27,2.0,Levocetirizine (2.5mg) 
125597,55,43,1.0,Levetiracetam (500mg)
125617,79,56,1.0,Azithromycin (500mg)
125618,24,32,2.0,Levocetirizine (5mg) 
125620,48,32,1.0,Levocetirizine (5mg)
125643,75,48,1.0,Paroxetine (12.5mg) 
125682,55,36,1.0,Levofloxacin (500mg)
125683,97,68,1.0,Levofloxacin (500mg)
125702,15,15,2.0,Linezolid (100mg)
125725,65,37,1.0,Beclometasone (0.025% w/w) 
125727,19,21,2.0,Aceclofenac (100mg) 
125730,80,55,1.0,Diclofenac (50mg) 
125733,91,63,1.0,Levofloxacin (500mg)
125738,37,24,1.0,Cefpodoxime Proxetil (200mg)
125765,80,53,1.0,Caffeine (25mg) 
125767,59,42,1.0,Lactulose (10gm)
125776,22,27,2.0,Diacerein (50mg) 
125779,30,23,1.0,Levetiracetam (500mg)
125788,56,28,1.0,Luliconazole (1% w/w)
125796,90,47,1.0,Deflazacort (6mg)
125807,19,29,2.0,Cefpodoxime Proxetil (200mg) 
125809,15,23,2.0,Azithromycin (500mg)
125819,88,52,1.0,Levofloxacin (500mg)
